,0
1471,Irfan Habib on seeing the past with both eyes on the present
1472, and mixing folklore with history.   
1473,Sonia Sarkar on the jig-gigs that were a key tool in run up to 
1474,Why Calcutta's are learning... Chinese.  
1475,All that voters in these villages want is a permanent With India. 
1476,In 7 Days: What Calcutta's are learning
1477, nachnis of fighting for rights in and more. 
1478,A village cries for a bridge
1479, Mukul Kesavan on 3 Ds
1480, and more. Also in epaper. .48
1481,Judge blocks Trump's ban --effective nationwide 
1482,Promised  denied helicopter
1483, soldier trekked through snow to take his mother's body home. 
1484,Australia
1485, US clash over immigration; puts India on hold. 
1486,A soldier's painful journey
1487, bonds for political funding
1488, Trump on immigration
1489, and more. Also in epaper. .49
1490,follow us to DM/ mail to ttwebonlinefeed release to any of 3 aggregators on our site under press releases
1491,Rich get skewered
1492, honesty hug for bottom rung -- while mystery persists over missing taxpayers. 
1493,Relief on front for small firms hit by 
1494,Ahead of elections
1495, finds nothing in to sell to voters. 
1496,So you thought the has made transparent? 
1497,There was more history around the than in it
1498, says .11
1499,DeMitronisation in relief for small firms
1500, no honesty hug for well-heeled
1501, and more. Also in the epaper. 
1502,Double digit has been controlled; sluggish growth replaced by high growth; war on launched: 
1503,We have moved from discretionary based administration to policy based administration: 
1504,Watch the Live Stream of FM Shri Budget Speech 2017-18 on the link below 
1505,PM reaches Parliament
1506, cabinet meeting begins. 
1507,FM departing from North Block to and Parliament House
1508, to present 
1509,Indian govt draws goat parallel in case. 
1510,BREAKING: to go ahead as scheduled
1511, say sources.1
1512,not clear right now. Speaker to decide....
1513,How Calcutta's menace was born -- and is eating up all pavements and footpaths. 
1514,Why grabbing footpaths is good business for everyone (except pedestrians).  
1515,Will strike at decodes draft order.  
1516,For the 1st time
1517, Union will include railway budget. Today
1518, at 11am. 
1519,Confusion after replies to CEO. 
1520,Due to sudden drop in visibility at BLR
1521, our to  fro flights are affected. As a result consequential delays are expected.
1522,WATCH Union Budget 2017 LIVE on ABP News 11:00 AM onwards 
1523,Trump picks 49yr-old judge for lifetime job at Supreme Court of US. 
1524,In BJP could face backlash. 
1525,Govt admits economy will take a hit because of 
1526,US gives a scare
1527, how to  law officers did their job
1528, confessions
1529, and more. Also in epaper. .50
1530,US gives a scare.1
1531, how to  law officers did their job.1
1532, confessions.1
1533, and more. Also in epaper. .51
1534,Full expected in a month or two: Arvind Subramanian.
1535,Headline inflation as measured by Consumer Price Index (CPI) remained under control for the third successive financial year:
1536,Agriculture sector to grow at 4.1 per cent in the current year up from 1.2 per cent in 2015-16: 
1537,Growth rate of the industrial sector estimated to moderate to 5.2% in 2016-17 from 7.4% in 2015-16: 
1538,India's growth rate at constant market prices for 2016-17 seen at 7.1% 
1539,Finance Minister Arun Jaitley tables in Lok Sabha
1540,LIVE Pranab Mukherjee to address Parliament at 11am 
1541,Country's first conviction: Minister sentenced to 7 years rigorous imprisonment. 
1542,Economic Survey is to be tabled in the Parliament shortly. Know your Economic Survey: 
1543,Sibal and Datar spike BCCI wish 
1544,President Trump fires top government lawyer Sally Yates for defiance on immigration order 
1545,FM to table today in 
1546,Trump's order has parallel in citizenship bill. 
1547,Prabhat Patnaik on why has been a monumental 
1548,Why farmers are dumping crop. 
1549,Supreme Court ropes in former top auditor to run 
1550,Why no one suggested names of and for ICC meeting. 
1551,Pakistan under pressure from ban
1552, auditors at helm
1553, Madam and more. Also in epaper. 
1554,Limits on Cash withdrawals from Bank accounts and ATMs - Restoration of status quo ante
1555,After outcry
1556, U.S. loosens curb on re-entry by green card holders 
1557,Five soldiers from Machhil attain martyrdom; Detailed statement attached 
1558,dept crackdown on hoarders; issues 87 notices
1559, attaches 42 assets worth crores under the new 
1560,Payments Bank to offer 4.5% on deposits up to Rs25000
1561, 5% on Rs 25000-50000
1562, 5.5% on Rs 50000-100000.
1563,Supreme Court shoots down govt bid to put sports ministry bureaucrat in panel to run 
1564,Historian Ram Guha
1565, IDFC official Vikram Limaye
1566, former captain Diana Edulji are others in panel to run 
1567,Supreme Court names former CAG as head of 4-member panel of administrators to run 1/3
1568,Court summons CM suspended BJP MP as accused in criminal defamation plea by  
1569,Amulya Patnaik has been appointed new Delhi police commissioner. Patnaik is a 1985 AGMUT cadre IPS officer.
1570,Fire Weather Watch issued May 17 at 4:21PM CDT expiring May 19 at 9:00PM CDT by NWS Lubbock... {link}
1571,Weekend Weather Causes Delays In I-270 Bridge Work  {link}
1572,US GAS: Warm-Weather Forecasts Lift Natural Gas Futures {link}
1573,#WEATHER:  2:53 pm : 57.0F. Feels 56F. 30.10% Humidity. 6.9MPH Northwest Wind.
1574,...SHOWERS AND THUNDERSTORMS MOVING SLOWLY OVER THE AREA... AN AREA OF RAIN WITH EMBEDDED THUNDERSTORMS WILL DRIFT SLOW {link}
1575,Record LOW humidity in Phoenix today:  {link}
1576,"@mention no, normal pajamas. it's not that cold out!"
1577,@mention Is any part of this storm system going to make it across the mountains/in to NC & SC?
1578,WZTV FOX17 :: Weather {link}
1579,"@mention yeah, i'm talking, you see these pics of the river up on the rocks, as opposed to storm conditions"
1580,Just arrived at Garrett- 55 degrees- going to be a cool night.
1581,RT @mention: Strongest storm now crossing Natcher Parkway south of Masonville & moving into northern Ohio County. #tristatewx
1582,"I'm gonna take a bath and read. I planned to make pasta puttanesca for dinner, but the weather is making me want Chipotle Chicken Chowder."
1583,"Thunderstorm Light Drizzle in Vicinity and 68 F at Jacksonville Municipal Airport, IL Winds are from the South at 13.8  {link}"
1584,Severe Thunderstorm Warning issued May 19 at 3:40PM MDT expiring May 19 at 4:30PM MDT by NWS Boulder {link}.... {link}
1585,"Tornado season really is nvr over. If its a severe thunderstorm, a tornado can form RT @mention How long is (cont) {link}"
1586,"RT @mention: Severe Thunderstorm Warning for Dakota, Goodhue, Rice and Steele County in MN until 2:30pm. More: {link} & o ..."
1587,#WEATHER:  3:53 am : 57.0F. Feels 55F. 29.98% Humidity. 10.4MPH North Wind.
1588,"Clouds & Showers East, Sunny & Dry Elsewhere {link}"
1589,LIVE COVERAGE: Weather delays Amgen start until 1:15 pm {link}
1590,"Thunderstorms today, high 69 (21 C)."
1591,"RT @mention: WINTER STORM WARNINGS for CO and MT for SNOW 6 - 12 inches
{link}
#weather #news #snomg #blizzard #wx"
1592,In the Heart of the Summer we Need a Snow Plow !
1593,"Check it out!! RT @mention: I posted 46 photos on Facebook in the album ""Storm Damage"" {link}"
1594,"If you're in need of any huge logs or branches, there are plenty floating in the Yellowstone River right now. #rain #flooding #Billings"
1595,"News - Current Conditions : 64.4F, Heavy Thunderstorms and Rain - 7:07 PM EDT May. 16: Temperat... {link} #News #Greensboro"
1596,RT @mention: Looks like t-storm with 60+ mph winds within 30 minutes of downtown #joplin
1597,#WEATHER:  6:52 am : 63.0F. Feels F. 29.65% Humidity. 0.0MPH North Wind.
1598,#WEATHER: 2:55 pm E: 75.0F. Feels F. 29.96% Humidity. 3.5MPH Northwest Wind.
1599,RT @mention: Congrats OKC is trending. What should be trending is #WatchoutMavs there's about to be a Thunderstorm in Dallas!
1600,RT @mention: It'll be sunny again by time you land RT @mention: Every time I think about going back to Portland it starts ra ...
1601,@mention why didn't Brian say anythng on the weather segment?
1602,"RT @mention: According to the weather on @mention 's phone, every day is going to be a muffin.  {link}"
1603,Heavy Dust Storm Blankets Parts Of Chandler: A good sized dust storm blew through the east valley blanketing par... {link}
1604,#WEATHER:  1:53 am : 61.0F. Feels 58F. 29.75% Humidity. 18.4MPH West Wind.
1605,#C4IforHumanity: Extreme Weather - North-America - USA {link}
1606,"If a storm picks up, lean into the wind instead of turning away from it if you want to keep balance"
1607,Stay safe all! RT @mention: New event. Severe Thunderstorm Watch from to 11:00 PM EDT for @mention {link}
1608,"Weather data at 06:30 AM. 42.5&#xB0;F, 92&#x25; humidity. Wind: 0.0 mph from the N. Rain: 0.00 in. NO CURRENT ADVISORIES"
1609,Northern IN likely to go under a weather watch per SPC soon...details to come.
1610,"RT @mention: Don't try to stop the storm,just wait with patience and faith until the storm pass away and the rainbow come to bright your  ..."
1611,"RT @mention: Tatum, NM @ 8:00 PM: Temp:75F(H 84/L 45), Hum:30&#x25;, DewPt:42F, Wind: SE at 17 G 27.0 mph, Rain:0.00 In. #weather"
1612,#WEATHER: 4:53 pm C: 84.0F. Feels F. 29.87% Humidity. 9.2MPH South Wind.
1613,"RT @mention: Hot day in Moab today, went to Arches National Park but wife and kids petered out after a 2mi hike. Definitely have to come  ..."
1614,"Severe Storm Damage In Southeast Wisconsin: At the height of Sunday's severe storms, thousands lost power in... {link}"
1615,#NMFire #NMwx Fire Weather Watch issued May 21 at 1:28PM MDT expiring May 23 at 9:00PM MDT by NWS Albuquerque... {link}
1616,"Severe Thunderstorm Warning for Choctaw, Montgomery, and Webster County in MS until 7:45pm. {link} #mswx"
1617,@mention you will be missed. Hope weather is ok
1618,"For storm and flood water repair, call NextGen Restoration experts. {link}"
1619,Gov. Bentley: 238 storm related fatalities in Alabama {link}
1620,RT @mention: RT @mention: U.S. National Severe Weather Alerts Map - WeatherBug.com {link}
1621,VIDEO: Hay fever surges in UK heatwave {link}
1622,We have been Busy collecting Wal Mart Gift Cards Via Pay Pal to Give to Tornado and Storm Victims to Present to... {link}
1623,watching enter the dragon on this rainy rainy night then off to sleep
1624,"""LIKE"" our brand new Northwest Weather Podcast page!  Mark and Brian are recording their 4th episode today.  You... {link}"
1625,"RT @mention: Weather spotters report #tornado moving toward Joplin, Missouri, at 45 mph {link}"
1626,"Gardner WX 05/17/11 07:00 AM | 44F, 65&#x25; Humidity, Feels Like 44F | Alerts: NO CURRENT ADVISORIES | {link}"
1627,"Listening to KFOR-TV via Weather Channel -- they are reporting tornado is 1/2 mile wide, debris 1.5 miles around tornado"
1628,Watch KNWA now. Dan Skoff & Clint Boone are tracking severe weather in Benton County. Possible tornadoes may be brewing
1629,78.1F (Feels: 78.1F) - Humidity: 87% - Wind: 9.2mph NE - Gust: 13.0mph - Pressure: 1008.7mb (+0.5)  #weather {link}
1630,@mention fine bout to go this interview. How's the weather there???
1631,"Tuesday's Hourly Wx for St. Mary's County:
* 7AM: Rain. 62*F.
* 12PM: Rain. 68*F.
* 3PM: Thunderstorms. 71*F."
1632,Severe Thunderstorm Warning for Camden and Miller County until 2:00pm. #MidMoWx
1633,"Sunny skies over by KC Library, Plaza branch. But ominous skies over Downtown KC. Sirens still ringing. {link}"
1634,Discovery Kids Climate Cubes Weather Information Station - $12.99 + S&H {link}
1635,"Gardner WX 05/12/11 06:00 AM | 58F, 86&#x25; Humidity, Feels Like 58F | Alerts: NO CURRENT ADVISORIES | {link}"
1636,"Outside: 51.4 F, Humidity: 92%, Wind: (317) 4 mph, Press: 29.80"", Rain: 0.15"
1637,"Rest of Tonight
Partly cloudy until late night then becoming mostly clear. A
20 percent chance of showers and thunderstorms in the evening"
1638,"It's on the windy side, but still in the 70's downtown #ColoradoSprings! Happy hour now until 6:00 pm at @mention"
1639,Updated flood information with rain continuing....{link}/
1640,Severe Thunderstorm Warning for Lancaster County in PA until 7:30pm EDT. #pawx
1641,"RT @mention: Weather Geek alert... #NOAA shows La Nina weakening (Seattle peeps, looking good for summer!) {link}"
1642,#WEATHER:  8:53 pm : 67.0F. Feels F. 29.82% Humidity. 6.9MPH Southeast Wind.
1643,"Scattered showers, thunderstorms possible for Las Vegas {link}"
1644,@mention It's supposed to go up to 70 today. Sunshine early. A slight chance for a shower or t-storm later. Going to my Aunt's house later.
1645,"Statesville, NC Weather - 2:00 PM- Fair Skies, Temp: 74.9, Wind: 3.6, Rain Today: 0.00"
1646,@mention hows them weather in. hawaii
1647,Special Weather Statement issued May 05 at 5:14PM CDT expiring May 05 at 6:15PM CDT by NWS Central Illinois... {link}
1648,"Severe Thunderstorm Warning for Fulton, Knox, and Peoria County in IL until 7:45pm CDT. #ilwx"
1649,Photo: weather forecast for the #Rapture {link}
1650,"Ran 5.9 miles in 52 mins and felt good. 46 degrees at the start of the run, with very little wind. My pre-run... {link}"
1651,RT @mention: #Salute to @mention for going to show the kids love out in Tuscaloosa who were affected by the storm. {link}. ...
1652,"Reed Timmer is following Fairview storm right now, while launching 6 probes into large tornado."
1653,87.4F (Feels: 95.3F) - Humidity: 63% - Wind: 9.8mph S - Gust: 15.9mph - Pressure: 1010.9mb (-0.1)  #weather {link}
1654,"Severe Thunderstorm Warning for Cooper, Pettis, and Saline County until 7:00pm CDT."
1655,#WEATHER:  9:56 pm : 67.0F. Feels F. 29.83% Humidity. 11.5MPH Northeast Wind.
1656,#WEATHER:  1:53 pm : 59.0F. Feels 58F. 30.06% Humidity. 6.9MPH West Wind.
1657,#WEATHER:  12:52 am: 74.0F. Feels F. 30.03% Humidity. 5.8MPH Southeast Wind.
1658,#WEATHER:  1:56 pm : 77.0F. Feels F. 29.96% Humidity. 11.5MPH South Wind.
1659,Friday Fest es lil chilly!
1660,@mention its not. 70 and sunny tomorrow.
1661,Wednesday - Partly sunny. Slight chance of rain showers in the morning...then a slight chance of thunderstorms in...  {link}
1662,Audible! Skipping KY weather; are now Nashville bound.
1663,MLB Weather Alert &#8211; Wednesday May 11th - {link}/
1664,"RT @mention: My kids keep using words like ""fresh air"" & ""sunshine."" Must go investigate. While I'm gone, would you read? {new post}  ..."
1665,#storm yeah? {link}/
1666,84.2F (Feels: 89.9F) - Humidity: 67% - Wind: 15.2mph SSE - Gust: 20.6mph - Pressure: 1011.8mb (-0.2)  #weather {link}
1667,#WEATHER:  12:56 am: 56.0F. Feels 52F. 29.81% Humidity. 18.4MPH Southwest Wind.
1668,Spending this rainy day at the museum #MOMA #Sundayafternoon @mention
1669,@mention you around Detroit at all?  Got a weather page set up for it.
1670,"A GATOR found on in jamestown, details at 7/10 plus sports and weather"
1671,Weather Halts And Ends Tied Game In Seattle - GoDucks.com - The ... {link}
1672,#WEATHER:  3:56 pm : 64.0F. Feels F. 30.05% Humidity. 8.1MPH Northeast Wind.
1673,#WEATHER: 12:53 am : 49.0F. Feels 47F. 29.95% Humidity. 5.8MPH Northeast Wind.
1674,It's windy here too. RT @mention: Rustling night | blows me away | clutching at straws | where cosmic winds | carry your scent #micropoetry
1675,Is it hot outside?
1676,Weather for Seattle    {link}
1677,"RT @mention: Tonight and tomorrow, partly cloudy. Lows around 56. Highs around 76. Chance of storms. #Richmond #weather"
1678,@mention We live out in the country (or the Boonies as we like to call it) so we see these things quite often as it starts to warm up.
1679,#WEATHER:  7:56 am : 67.0F. Feels F. 29.96% Humidity. 4.6MPH Southeast Wind.
1680,@mention love ya profile pic gorgeous. How's the weather in Atl
1681,"Tatum, NM @ 12:00 PM: Temp:90F(H 91/L 55), Hum: 3&#x25;, DewPt:-1F, Wind: WSW at 18 G 28.0 mph, Rain:0.00 In. #weather"
1682,#WEATHER:  1:56 am : 66.0F. Feels F. 30.09% Humidity. 26.5MPH East Wind.
1683,#WEATHER:  4:53 pm : 67.0F. Feels F. 29.93% Humidity. 8.1MPH Southeast Wind.
1684,"13:42-Sky:  partly cloudy|Vis: 8mi -Temp: 83.1F-Hum: 66.0 %-Pres: 29.82""-24Hr Rain: 0.00""-Winds: N 3.1 MPH-Windchill: 87.9F #cltwx"
1685,On our way ;-) RT @mention: Its 83 Degrees & only Noon @mention just landed We Bout to be Outchea (cont) {link}
1686,It's 82 degrees
1687,Rainy Kc... (@ Kansas City International Airport (MCI) w/ 18 others) {link}
1688,#WEATHER: 7:51 am E: 55.0F. Feels F. 30.01% Humidity. 3.5MPH Variable Wind.
1689,#WEATHER:  11:56 pm: 69.0F. Feels F. 29.69% Humidity. 5.8MPH South Wind.
1690,@mention how's the weather there?
1691,Wednesday - Snow showers. Snow accumulation 3 to 5 inches. Highs in the 30s.  {link}
1692,Special Weather Statement issued May 13 at 1:46PM CDT expiring May 13 at 2:45PM CDT by NWS Mobile {link}/
1693,It is a soup day. . . And a selling golf carts by text message rainy day. . . Outside of the box? Or genius?
1694,"RT @mention: Iso. t-storm this evening if anything, likely get the game in tonight. #Royals fcast: {link}  Sorry @mention ..."
1695,"@mention Seriously, that's February weather!"
1696,Special Weather Statement issued May 09 at 10:29AM CDT expiring May 09 at 11:30AM CDT by NWS LaCrosse {link}... {link}
1697,227's YouTube ESPN Pro-am draws stars to storm-battered Alabama: Alabama football coach Nick... {link} BCS-College Football
1698,"RT @mention: 84 deg. F and 3% humidity. Don't go playing with matches, kids. &gt; and forget the corduroys too.  #friction"
1699,Ohio Tornado Database contains reports of over 950 tornadoes that have touched down in Ohio between 1950-2010. {link} @mention
1700,"This hot, dry, & windy weather is going to turn the #canola fast. Keep a close eye on it if you plan on swathing or pushing. #okanola"
1701,I'm just a hippie...in the woods...playing her djembe on a rainy sunday afternoon {link}
1702,"Severe Thunderstorm Warning until 05:45 PM CDT issued for Edwards & Kiowa Counties with 60mph gusts & 1.00"" hail possible"
1703,@mention I'm doin good 2 jus waiting on some good weather
1704,Special Weather Statement issued May 13 at 6:42PM EDT expiring May 13 at 9:45PM EDT by NWS Buffalo {link}... {link}
1705,#WEATHER: 3:54 pm M: 81.0F. Feels F. 29.66% Humidity. 20.7MPH Southwest Wind.
1706,"RT @mention: SEVERE STORM WARNING SE MN  13 MILES NORTH OF WINDOM...AND MOVING NORTH AT 40 MPH
{link} for HD weather ..."
1707,Looking up in columbus circle #nyc #rain {link}
1708,SPC MD 747: MD 0747 CONCERNING SEVERE THUNDERSTORM WATCH 283... FOR PARTS OF CNTRL AND NERN TX / SWRN AND CNT... {link}
1709,@mention Am I wrong to think the boy has never seen snow in March?
1710,@mention Most of my followers are usually in and around Tally. That's where the storm is now
1711,this must be the end.  the weather channel has gone into commercial-free mode.
1712,Now's the time to sign up for ABC 17 severe weather texts: {link} Follow @mention & Facebook: {link}
1713,"San Antonio, Texas Weather :: 77F OVERCAST from San Antonio, Texas Weather {link}"
1714,#WEATHER: 6:51 pm E: 62.0F. Feels 60F. 29.94% Humidity. 12.7MPH South Wind.
1715,"Video weather update, including Tornado Watch details: {link}"
1716,"#tropicalstorm, #philippines: 1200Z 9 May 11 #JTWC ATCF Track, Tropical Storm 03W (Aere). {link} #aere #bebeng #03w"
1717,"RT @mention: TORNADO WARNING N central TX TORNADO NEAR SAGINAW...MOVING EAST SOUTHEAST AT 40 MPH.  SOFTBALL SIZED HAIL
{link} ..."
1718,Fire Weather Watch issued May 18 at 5:52AM CDT expiring May 19 at 9:00PM CDT by NWS Midland-Odessa {link}... {link}
1719,#WEATHER: 11:54 am : 67.0F. Feels F. 29.95% Humidity. 11.5MPH South Wind.
1720,"SPC Severe Thunderstorm Watch 321 Status Reports: WW 0321 Status Reports
      

STATUS FOR WATCH 0321 HAS NO... {link}"
1721,#WEATHER:  6:51 pm : 74.0F. Feels F. 29.88% Humidity. 0.0MPH North Wind.
1722,"Sweden Climate, Temperatures &amp; Weather Info | It&#39;s a Stormy Life {link}"
1723,"Severe Thunderstorm Warning for Benton, Carroll, Madison and Washington County until 8:30pm. #arwx"
1724,#WEATHER:  7:53 pm : 79.0F. Feels F. 29.63% Humidity. 24.2MPH Southeast Wind.
1725,"Mostly sunny today, high 70 (21 C)."
1726,"@mention maybe the spring humidity, bones expanding"
1727,Lluvia/rain (Observemos El Tiempo/Weather Watchers):  {link}
1728,"#ncwx Conditions for Durham, NC at 12:49 pm EDT: Current Conditions:
Partly Cloudy, 86 FForecast:
Mon - Isolated Thunderstorms. High:..."
1729,"Fair and 45 F at Butler County Automatic Weather Observing / Report, PA {link}"
1730,its gonna be 90 degrees Tuesday and Wednesday
1731,"BLOG: Another Day, Another Round Of Thunderstorms {link}"
1732,Hi Dawn :) @mention you plz send some of your warm OK weather here. Brrrrr :D Hope you're having a gr8 Monday! DawnRachel13 @mention
1733,In need of a long nap & some sunshine.
1734,@mention It's a weather alert app that is usually $10.
1735,#WEATHER: 10:53 pm : 49.0F. Feels 46F. 29.94% Humidity. 6.9MPH South Wind.
1736,"The weather channel local on the 8s just said it was ""sunny"". LOL {link}"
1737,"Well, blake survived the weather! RT @mention: Had to go with my gut on this one. This is a tough position to be in.  #TheVoice"
1738,is it to cold outside to be wearing sandals ?
1739,"RT @mention: Word on the street is, it's going to snow later on today"
1740,#WEATHER:  4:56 pm : 70.0F. Feels F. 29.96% Humidity. 6.9MPH East Wind.
1741,Got a quick run in before day 3 of weather starts.
1742,RT @mention: RT @mention: #TeamYabaLeft where BB storm onli works inside rain
1743,#WEATHER:  1:54 pm : 53.0F. Feels 49F. 29.82% Humidity. 12.7MPH Northwest Wind.
1744,"""When will I see you again"" by the 3 degrees on the radio has precious moments in the lyrics, on a rainy afternoon #preciousmoments"
1745,Valley Center area is under a several thunderstorm watch until 10 p.m.
1746,Pic: Check out the little T-storm that just popped up on radar south of the track. {link}
1747,#WEATHER:  2:55 pm : 86.0F. Feels F. 30.06% Humidity. 4.6MPH Southeast Wind.
1748,"Operation Heatwave Survey, May 21st, area centered around Fitzhugh and Live Oak. {link}"
1749,Video: Fox CT: Midday Weather | 5/11 {link}
1750,"Tatum, NM @ 7:00 PM: Temp:86F(H 90/L 52), Hum: 8&#x25;, DewPt:17F, Wind: S at 18 G 40.0 mph, Rain:0.00 In. #weather"
1751,Humidity could make temps feel like 101 today {link}
1752,@mention u like to swim when its cold outside....
1753,#WEATHER:  8:52 pm : 63.0F. Feels 62F. 29.78% Humidity. 11.5MPH Southeast Wind.
1754,New:: Tsunami warning EAS TSW on tv and weather radio {link}/
1755,@mention it's ok ;o) hot out tho. but cloudy.
1756,Cold weather. Taylor Swift is playing. Suddenly sleepy..zzZzZ
1757,...SCATTERED THUNDERSTORMS DEVELOPING ACROSS WEST TEXAS AND SOUTHEAST NEW MEXICO WILL BE CAPABLE OF PRODUCING DRY LIGHT {link}
1758,SPC Severe Thunderstorm Watch 298 Status Reports {link}
1759,Weather chills hot air balloon stampede {link}
1760,@mention manny doesn't want to test the weather
1761,Sunshine to continue throughout Western New York {link}
1762,"#cltnews WBTV 3 News, Weather, Sports, and Traffic for Charlotte, NC-AptarGroup to ... - WBTV {link}"
1763,Vietnamese's ice coffee for this sunny noon. {link}
1764,A church in Tuscaloosa is adopting 25 storm victim families from the Rosedale Community: {link}
1765,"houston weather, may 21, diverticulitis, may 21st, ...: houston weather
may 21
diverticulitis
may 21st
mary tyle...  {link}"
1766,@mention I'm off on Thursday but I'm keeping local at the moment for the lack of spondos! If it's sunny I'll be out photographing...
1767,#WEATHER: 2:56 am E: 64.0F. Feels F. 29.96% Humidity. 4.6MPH East Wind.
1768,Health Department Implements Mosquito Control: After all the wet weather areas around your home could be ideal... {link}
1769,"Partly sunny this afternoon with isolated t-showers.  ~80. Becoming more humid tonight as warm front approaches, then passes. Warm. 60."
1770,#WEATHER:  3:55 am : 61.0F. Feels F. 29.60% Humidity. 0.0MPH North Wind.
1771,#WEATHER:  7:52 am : 65.0F. Feels F. 29.53% Humidity. 16.1MPH Southwest Wind.
1772,Hail storm-1 andrew-0
1773,"Live web coverage from Springfield, MO of the #Joplin #tornado: {link}/  Thanks @mention"
1774,"Isolated thunderstorms this afternoon, high 87 (31 C).  Low  66 (19 C) tonight."
1775,Severe Thunderstorm Warning for Atchison and Leavenworth County in KS until 9:45pm. Updates as needed from Bryan Busby
1776,#WEATHER:  3:53 am : 38.0F. Feels 28F. 29.98% Humidity. 18.4MPH North Wind.
1777,lets get the candles out massive lightening storm on the isle of wight tell me if it is lighening where u r
1778,"#Storm #Clouds at #Twilight 
{link} 
#Redmond #Oregon #Photography #RedGage"
1779,Have you taken a look at the hourly graph on the weather channel? We like that option. {link}
1780,"Mostly sunny this afternoon, high 84 (29 C).  Low  66 (19 C) tonight."
1781,"Partly Cloudy and 84 F at Stuart Powell Field Airport, KY The humidity is 40%.
The heat index is 83.
 Last Updated on M {link}"
1782,"Gardner WX 05/18/11 03:00 AM | 49F, 55&#x25; Humidity, Feels Like 49F | Alerts: NO CURRENT ADVISORIES | {link}"
1783,@mention @mention Tech Ops stated that the ticket is on hold until storm damage is repaired. No ETR yet.
1784,RT @mention: Thunder storms &gt; Oklahoma City Thunder
1785,"US National Weather Service Lower Mississippi River Forecast Center
The Vicksburg District of the US Army Corps of... {link}"
1786,#sunshine
1787,#WEATHER: 5:54 am C: 69.0F. Feels F. 29.54% Humidity. 13.8MPH South Wind.
1788,"Lmao! Yesssss, I miss him. =( RT @mention @mention member @mention slipped in the snow wen he was tryna dig my car out my lmao"
1789,Rainy weekend ahead...what will you be doing?~ Connie
1790,Ha! What did I tell you yesterday?! 60% chance of thunderstorms forecast tomorrow and storms forecast all week until Thursday! &gt;:D
1791,"GD: Light Rain and Windy and 54 F at Grand Island, Central Nebraska Regional Airport, NE Winds are from the North at 26 {link}"
1792,#WEATHER: 12:56 pm : 77.0F. Feels F. 29.88% Humidity. 3.5MPH Variable Wind.
1793,Am I the only person who heard that loud thundering storm last night or was that just me?
1794,There's got to be a least 50 people still left at the old Overstock.com Coliseum. No Overstock on A's fans on rainy nights. #MLB
1795,"Severe Weather In Dallas Causes Flight Delays, Diversions In SA from KSAT - Local News {link}"
1796,"73 and 87% humidity and it isn't even 6 a.m. This is Oklahoma's way of saying ""welcome home!"""
1797,Severe weather delays Players Championship - {link}
1798,The weather better be decent in KC because I'm going through Tribe withdraw.
1799,"Saw the storm damage in La Crosse, as did the gov. A WWII vet shares his storm story @mention on NBC15. {link}"
1800,WX ALT: ...A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 145 AM EDT FOR SOUTH CENTRAL GASTON COUNTY IN THE... {link}
1801,Is it hot outside?
1802,"Local6: Mail Fail: When Deliveries Go Wrong: Through rain or shine, snow or sleet, the mail always gets delivere... {link}"
1803,"{link} Montreal Weather Webcams st. Hubert street Plaza, Qc. Canada"
1804,It's always nice and sunny on mothers day but stays rainy on fathers day
1805,Severe Thunderstorm Warning for Kay and Noble County until 6:45pm. {link}
1806,#WEATHER:  5:54 am : 66.0F. Feels F. 29.97% Humidity. 0.0MPH North Wind.
1807,#United States #Wisconsin #Wisconsin Dells #The ButtesThe nation's weather - The Associated Press
1808,New event. Severe Thunderstorm Warning from 5/25/2011 1:15 PM to 2:15 PM CDT for Christian Coun... Read more at {link}
1809,Weather expectations/reality {link}
1810,Severe Thunderstorm Warning for Allen and Van Wert County in OH until 7:45pm EDT. #ohwx
1811,"Scattered thunderstorms this afternoon, high 62 (17 C).  Low  51 (11 C) tonight."
1812,national storm reports... here are the raw observations for the tornado reports today. {link}
1813,Flash #flood warning in effect for parts of Long island due to tstorm. #SNE #weather #NYC  {link}
1814,Post Edited: La Crosse Technology Weather Direct WD-3308U-WAL 4 Day Internet Powered Wireless Forecaster {link}
1815,Art In A Busy World: Sketching On Rainy Days. {link}
1816,New event. Severe Thunderstorm Warning from 5/19/2011 3:57 PM to 5:00 PM CDT for Woodward Count... Read more at {link}
1817,"Does it snow a lot in Idaho,Utah,Colorado and New Mexico in December? {link}"
1818,"RT @mention: Morning! Dry start to day, with some patchy fog. An isolated shower/storm possible later, but not as many as yesterday. ..."
1819,"Weather keeping you indoors today? Join us for worship this weekend! Saturday at 5:30 pm, Sunday at 8:00 or 10:45 am."
1820,"New: SatWeather  (Weather): SatWeather 1.0Device: iOS UniversalCategory: WeatherPrice: $.99, Version: 1.0 (iTunes) Description:
			Sa..."
1821,"RT @mention: severewarn: Severe Thunderstorm Warning for Benton, Mille Lacs, and Sherburne County in MN until 7:45pm CDT. #mnwx"
1822,WX ALT: ...A SEVERE THUNDERSTORM WARNING REMAINS IN EFFECT UNTIL 630 PM EDT FOR NORTHEASTERN PICKENS...NORTHWESTERN... {link}
1823,You can plan for a change in the weather and time.
1824,Weather Alert: Flood Warning issued May 22 at 6:32PM MDT expiring May 23 at 9:32AM MDT by NWS Glasgow {link}... {link}
